state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrivals_in_tonnes
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2023-01-11,9261,10830,9986,38.9
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-01-11,10527,12821,11586,35.6
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-01-11,9514,11454,10410,33.8
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2023-01-11,10500,13405,11841,30.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-01-11,2009,2365,2174,422.7
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-01-11,1799,2220,1994,517.7
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-01-11,1802,2165,1970,598.2
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-01-11,4203,5092,4614,87.4
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-01-11,4425,5349,4852,90.6
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-01-11,1799,2253,2009,332.1
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-01-11,3223,4035,3598,841.4
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-01-11,3509,4273,3862,930.5
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-01-11,3524,4365,3913,923.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-01-11,2169,2586,2362,136.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2023-01-11,2167,2549,2344,134.7
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2023-01-11,1832,2219,2011,140.6
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-01-11,2198,2897,2521,113.1
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-01-11,10603,13793,12076,38.8
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-01-11,10937,13657,12193,45.6
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2023-01-11,2314,3056,2657,1080.9
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2023-01-11,2216,2787,2480,849.0
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2023-01-12,12653,16053,14223,67.7
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-01-12,10842,14143,12366,82.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-01-12,11502,14456,12866,58.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2023-01-12,3659,4596,4092,126.4
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-01-12,3967,4659,4287,104.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2023-01-12,1489,1965,1709,98.1
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-01-12,1473,1905,1673,93.2
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-01-12,1529,1836,1671,118.1
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-01-12,3086,3926,3474,76.2
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2023-01-12,2182,2582,2367,65.9
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-01-12,13105,16324,14591,24.7
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-01-12,11419,14653,12912,33.9
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-01-12,6934,8493,7654,44.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2023-01-12,7266,9459,8279,40.6
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2023-01-12,8389,9841,9060,31.1
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-01-12,9758,12290,10927,43.8
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-01-12,9470,11978,10628,37.7
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2023-01-12,10063,13050,11442,42.9
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2023-01-12,1939,2288,2101,565.4
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-01-12,1886,2311,2083,480.9
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-01-12,3841,5053,4401,98.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-01-12,4048,5293,4623,97.4
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-01-12,1925,2281,2090,344.1
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-01-12,1882,2357,2102,291.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-01-12,1837,2161,1987,362.6
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-01-12,3280,3905,3569,779.0
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-01-12,3553,4163,3835,706.3
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-01-12,3480,4142,3786,744.6
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2023-01-12,1976,2573,2252,128.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-01-12,1972,2331,2138,107.3
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-01-12,2041,2573,2287,118.0
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2023-01-12,10878,14198,12411,44.8
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2023-01-12,2424,2870,2630,775.1
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2023-01-12,2228,2743,2466,1072.4
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2023-01-12,2265,2955,2584,1088.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-01-13,11195,13432,12228,89.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2023-01-13,3642,4649,4107,94.6
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-01-13,3521,4369,3913,104.8
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2023-01-13,3473,4460,3929,109.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2023-01-13,1521,1880,1687,118.3
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-01-13,1561,1851,1695,97.9
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2023-01-13,3287,4209,3713,52.5
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2023-01-13,2076,2454,2251,88.7
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-01-13,11866,14629,13142,25.5
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-01-13,7193,9318,8174,46.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2023-01-13,7930,9714,8754,35.2
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2023-01-13,7838,9180,8458,47.1
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-01-13,9243,11818,10432,40.7
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-01-13,8680,11255,9869,50.9
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2023-01-13,1738,2129,1919,463.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-01-13,2080,2749,2389,461.2
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-01-13,1977,2385,2166,516.1
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-01-13,1511,1881,1682,602.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-01-13,4440,5409,4888,73.4
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-01-13,3588,4640,4074,96.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-01-13,1871,2451,2139,294.9
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-01-13,3305,4043,3646,927.0
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-01-13,3262,4318,3750,857.5
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2023-01-13,1994,2363,2165,125.7
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2023-01-13,1773,2350,2040,139.7
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-01-13,1749,2272,1991,118.3
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-01-13,9933,12324,11037,45.6
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-01-13,10652,13812,12111,44.6
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2023-01-13,2280,2929,2580,865.6
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2023-01-13,2248,2882,2541,1132.7
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2023-01-14,11118,14449,12656,85.7
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-01-14,10863,14123,12368,85.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-01-14,10119,12393,11169,87.9
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-01-14,3407,4238,3791,111.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2023-01-14,1466,1857,1647,97.6
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-01-14,1510,1827,1657,119.0
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-01-14,1497,1866,1668,100.8
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-01-14,3045,3906,3443,76.1
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-01-14,10287,12223,11181,38.1
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-01-14,9476,11096,10224,40.0
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-01-14,8133,9618,8819,41.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2023-01-14,8816,10511,9599,35.3
Kerala,Wayanad,Kalpetta Agri Market,Ginger,Fresh Green,2023-01-14,7739,9159,8395,47.4
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-01-14,9608,12422,10907,47.6
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-01-14,9182,11983,10475,38.1
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2023-01-14,9154,11818,10384,43.3
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2023-01-14,1879,2272,2061,496.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-01-14,1978,2346,2148,528.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-01-14,4301,5598,4900,98.4
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2023-01-14,1916,2289,2089,342.6
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-01-14,1837,2272,2038,392.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-01-14,1797,2185,1977,311.2
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-01-14,3015,4006,3473,742.7
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-01-14,3424,4017,3698,861.5
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-01-14,3224,4278,3711,759.6
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2023-01-14,1821,2309,2047,107.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-01-14,1942,2519,2209,134.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2023-01-14,1555,1946,1736,179.6
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2023-01-14,1773,2077,1914,158.4
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2023-01-14,10687,13403,11941,41.4
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-01-14,9993,12634,11212,50.4
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2023-01-14,2125,2696,2389,851.9
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-01-16,11035,13162,12017,90.4
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-01-16,10389,12293,11268,90.6
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2023-01-16,3871,4620,4217,129.4
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-01-16,3845,4505,4150,114.4
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2023-01-16,3554,4409,3949,94.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2023-01-16,1610,1940,1763,89.7
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-01-16,1449,1850,1635,91.0
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2023-01-16,3198,4046,3590,57.3
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2023-01-16,1756,2309,2012,96.1
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-01-16,11558,13615,12508,33.5
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-01-16,9696,12100,10806,32.9
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-01-16,2015,2382,2185,520.8
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-01-16,1553,1881,1705,560.2
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-01-16,4202,5478,4791,88.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-01-16,4630,5486,5026,100.4
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-01-16,3941,4757,4318,80.4
Uttar Pradesh,Agra,Agra Mandi,Potato,Jyoti,2023-01-16,1979,2503,2221,346.4
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-01-16,1882,2338,2093,319.9
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-01-16,1901,2370,2118,332.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-01-16,1912,2332,2106,331.9
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-01-16,3252,4000,3598,782.8
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-01-16,3555,4644,4058,817.1
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-01-16,3535,4163,3825,778.9
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2023-01-16,1989,2439,2197,146.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-01-16,1854,2456,2132,122.3
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2023-01-16,1857,2239,2034,135.5
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-01-16,2107,2496,2287,135.3
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-01-16,10263,12559,11323,47.5
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2023-01-16,2411,2826,2603,906.0
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2023-01-16,2220,2845,2509,1017.6
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-01-17,12294,15406,13731,83.2
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-01-17,11237,14068,12544,84.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Banana,Robusta,2023-01-17,3888,4858,4336,109.5
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2023-01-17,3783,4987,4339,114.6
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-01-17,1438,1753,1584,113.7
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-01-17,1617,1893,1745,82.4
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2023-01-17,3454,4233,3814,57.7
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-01-17,3234,4019,3597,63.6
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2023-01-17,3301,4173,3704,65.0
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2023-01-17,2021,2618,2297,93.2
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2023-01-17,2073,2753,2387,95.5
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2023-01-17,12601,15978,14160,27.4
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-01-17,12420,16380,14248,31.9
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-01-17,7990,9631,8748,39.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Ginger,Fresh Green,2023-01-17,9605,11499,10480,36.9
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-01-17,9599,12663,11014,40.2
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-01-17,9452,11327,10318,44.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-01-17,1946,2340,2128,455.1
Maharashtra,Pune,Pune Market Yard,Onion,Red Nasik,2023-01-17,1801,2200,1986,510.8
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-01-17,4212,5277,4704,107.5
Maharashtra,Nagpur,Nagpur APMC,Orange,Nagpur Mandarin,2023-01-17,3988,5143,4522,105.4
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-01-17,1967,2308,2125,284.0
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-01-17,1936,2438,2168,303.5
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-01-17,3290,4073,3652,888.2
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-01-17,3481,4572,3985,851.3
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-01-17,3499,4142,3796,944.5
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-01-17,1920,2497,2187,131.5
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2023-01-17,12062,14420,13151,45.8
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-01-17,10633,13949,12164,51.7
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-01-17,11027,13214,12037,52.2
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2023-01-17,2439,2897,2651,1100.2
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-01-18,11568,15060,13180,85.9
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-01-18,3947,5025,4445,124.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Golden Acre,2023-01-18,1680,2195,1918,84.4
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-01-18,1489,1930,1693,86.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2023-01-18,3309,4179,3711,55.9
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-01-18,3246,4058,3621,59.8
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2023-01-18,3102,3944,3491,57.8
Delhi,North Delhi,Azadpur Mandi,Cauliflower,Snowball,2023-01-18,2105,2537,2305,93.6
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2023-01-18,1949,2438,2175,93.8
Tamil Nadu,Dindigul,Oddanchatram Market,Cauliflower,Snowball,2023-01-18,2185,2613,2383,81.3
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2023-01-18,11339,14670,12877,33.5
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-01-18,12395,14587,13407,28.9
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-01-18,8190,10323,9175,33.6
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-01-18,10284,12301,11215,34.3
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-01-18,10679,12595,11564,40.9
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2023-01-18,9726,11495,10543,44.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-01-18,1933,2274,2091,558.1
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-01-18,1639,2153,1877,573.0
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-01-18,4941,5974,5418,92.4
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-01-18,2016,2553,2264,308.2
Punjab,Jalandhar,Jalandhar APMC,Potato,Jyoti,2023-01-18,2045,2395,2207,279.5
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-01-18,3320,4220,3736,824.2
Andhra Pradesh,Guntur,Guntur Yard,Rice,Sona Masoori,2023-01-18,3614,4562,4052,811.5
Delhi,North Delhi,Azadpur Mandi,Tomato,Hybrid,2023-01-18,1879,2238,2045,149.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2023-01-18,1703,2224,1944,143.2
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-01-18,2235,2783,2488,120.0
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-01-18,11701,13857,12697,52.0
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-01-18,9675,11414,10478,43.9
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2023-01-18,2519,2973,2729,831.4
Haryana,Karnal,Karnal Mandi,Wheat,Sharbati,2023-01-18,2388,3006,2674,772.3
Punjab,Ludhiana,Khanna Grain Market,Wheat,Sharbati,2023-01-18,2453,3021,2716,796.1
Delhi,North Delhi,Azadpur Mandi,Apple,Royal Delicious,2023-01-19,11087,14626,12721,71.6
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-01-19,12153,14705,13331,80.6
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Apple,Royal Delicious,2023-01-19,10592,13314,11849,78.3
Tamil Nadu,Tiruchirappalli,Gandhi Market Trichy,Banana,Robusta,2023-01-19,3722,4755,4199,125.1
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2023-01-19,3815,4575,4166,104.7
Tamil Nadu,Nilgiris,Ooty Vegetable Market,Cabbage,Golden Acre,2023-01-19,1531,1889,1697,97.3
Maharashtra,Pune,Pune Market Yard,Cabbage,Golden Acre,2023-01-19,1485,1918,1685,97.8
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Ooty Orange,2023-01-19,3314,3907,3588,55.5
Tamil Nadu,Nilgiris,Mettupalayam Market,Carrot,Ooty Orange,2023-01-19,3238,4221,3692,67.1
Karnataka,Bengaluru,Yeshwanthpur APMC,Carrot,Ooty Orange,2023-01-19,3317,4364,3801,61.1
Punjab,Ludhiana,Ludhiana Mandi,Cauliflower,Snowball,2023-01-19,1927,2299,2099,97.3
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Garlic,Desi,2023-01-19,11045,12979,11938,36.1
Maharashtra,Nashik,Lasalgaon APMC,Garlic,Desi,2023-01-19,10903,13632,12163,31.9
Madhya Pradesh,Mandsaur,Mandsaur Mandi,Garlic,Desi,2023-01-19,10342,13682,11884,32.5
Karnataka,Mysuru,Bandipalya APMC,Ginger,Fresh Green,2023-01-19,7319,9428,8293,43.1
Andhra Pradesh,Guntur,Guntur Mirchi Yard,Green Chilli,Spicy Hybrid,2023-01-19,9481,12375,10817,47.0
Tamil Nadu,Salem,Salem Agri Market,Green Chilli,Spicy Hybrid,2023-01-19,9550,11631,10511,38.9
Karnataka,Bengaluru,Yeshwanthpur APMC,Green Chilli,Spicy Hybrid,2023-01-19,10047,12941,11383,43.5
Delhi,North Delhi,Azadpur Mandi,Onion,Red Nasik,2023-01-19,1592,2053,1805,518.1
Tamil Nadu,Coimbatore,Coimbatore APMC,Onion,Red Nasik,2023-01-19,1494,1985,1721,469.3
Maharashtra,Nashik,Lasalgaon APMC,Onion,Red Nasik,2023-01-19,1466,1722,1585,653.0
Delhi,North Delhi,Azadpur Mandi,Orange,Nagpur Mandarin,2023-01-19,4434,5471,4913,75.2
Tamil Nadu,Coimbatore,Coimbatore APMC,Orange,Nagpur Mandarin,2023-01-19,4303,5368,4795,105.6
Delhi,North Delhi,Azadpur Mandi,Potato,Jyoti,2023-01-19,1963,2545,2232,377.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Potato,Jyoti,2023-01-19,1861,2287,2058,373.5
Punjab,Amritsar,Amritsar Grain Market,Rice,Sona Masoori,2023-01-19,3210,4244,3688,966.0
Tamil Nadu,Thanjavur,Thanjavur Paddy Market,Rice,Sona Masoori,2023-01-19,3605,4221,3890,657.7
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Hybrid,2023-01-19,2027,2594,2289,100.7
Tamil Nadu,Chennai,Koyambedu Wholesale Market,Tomato,Hybrid,2023-01-19,1787,2280,2015,149.3
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,Hybrid,2023-01-19,2123,2711,2395,127.0
Karnataka,Bengaluru,Yeshwanthpur APMC,Tomato,Hybrid,2023-01-19,1907,2476,2170,146.3
Tamil Nadu,Erode,Erode Turmeric Market,Turmeric,Finger Salem,2023-01-19,11946,14319,13042,43.9
Telangana,Nizamabad,Nizamabad APMC,Turmeric,Finger Salem,2023-01-19,12076,14155,13036,51.9
Maharashtra,Sangli,Sangli Turmeric Market,Turmeric,Finger Salem,2023-01-19,10468,13398,11821,51.1
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2023-01-19,2362,3035,2673,834.8
Himachal Pradesh,Shimla,Dhali Mandi,Apple,Royal Delicious,2023-01-20,11073,14390,12604,74.9
Maharashtra,Jalgaon,Jalgaon Fruit Market,Banana,Robusta,2023-01-20,3750,4423,4061,100.7
